timestamp,device_id,temperature,voltage,cno,pseudorange_res,timing_drift,hours_since_maint,solar_activity,integrity_risk,rul
165.000,0,47.147,4.927,41.712,1.699,7.214,12.901,32.044,0,944.287
166.000,0,42.028,4.925,45.717,1.792,7.204,0.000,63.147,1,1052.327
167.000,0,43.103,4.803,47.265,1.578,5.351,0.000,36.713,0,967.340
168.000,0,46.941,5.127,49.088,2.146,9.219,0.000,78.726,0,1079.005
169.000,0,43.098,4.982,46.047,1.760,6.906,0.000,13.229,1,1227.759
170.000,0,39.009,5.186,46.091,1.895,8.716,0.000,29.970,1,1096.897
171.000,0,44.684,5.027,41.147,1.323,4.448,0.000,12.285,1,927.113
172.000,0,44.612,5.087,45.754,1.890,5.619,0.000,57.350,0,734.303
173.000,0,41.882,5.016,37.669,2.752,9.377,0.000,73.517,0,899.332
174.000,0,38.560,5.144,44.657,1.511,5.470,0.000,69.790,0,726.461
175.000,0,42.538,4.913,44.388,2.217,5.841,0.000,67.274,0,906.459
176.000,0,43.152,5.087,40.893,2.257,6.972,0.000,56.966,1,1057.350
177.000,0,49.054,5.123,44.359,2.050,7.322,0.000,66.025,0,1010.888
178.000,0,50.672,5.267,44.003,3.781,5.493,0.000,55.252,0,851.557
179.000,0,46.050,5.084,43.387,2.006,5.686,0.000,47.274,0,769.847
180.000,0,44.157,4.956,44.496,2.291,5.107,0.000,15.433,0,792.709
181.000,0,52.480,4.988,44.950,2.273,5.721,0.000,46.807,0,1055.986
182.000,0,51.368,4.870,44.496,2.404,4.548,0.000,69.300,1,1012.079
183.000,0,45.140,4.735,41.064,1.285,5.337,0.000,31.924,0,1120.834
184.000,0,31.881,5.002,43.746,1.649,4.058,0.000,16.174,0,1008.099
185.000,0,42.834,5.081,40.993,2.001,6.219,0.000,22.402,1,1178.031
186.000,0,46.622,5.095,46.431,1.892,8.543,0.000,61.420,1,945.334
187.000,0,47.275,5.250,42.060,1.337,5.425,0.000,34.742,1,1252.985
188.000,0,40.453,4.992,50.428,2.221,9.094,0.000,31.171,0,813.602
189.000,0,51.813,4.984,46.934,1.649,6.217,0.000,41.042,1,985.441
190.000,0,39.884,4.835,45.527,2.132,9.335,0.000,12.155,0,1025.011
191.000,0,42.359,5.032,43.399,1.629,5.057,0.000,65.538,1,1013.793
192.000,0,45.903,4.907,46.101,2.403,9.144,0.000,37.937,0,1102.490
193.000,0,41.420,4.929,46.137,2.515,6.622,0.000,43.478,0,932.608
194.000,0,41.055,5.173,47.375,1.761,6.882,0.000,48.429,0,826.192
195.000,0,51.504,5.308,41.743,2.319,6.773,0.000,46.839,1,692.273
196.000,0,46.132,4.832,41.237,2.224,4.685,0.000,71.739,1,920.343
197.000,0,48.534,5.133,44.835,1.465,5.738,0.000,50.829,0,1004.240
198.000,0,46.038,4.718,45.469,1.405,6.687,0.000,75.542,1,1086.722
199.000,0,47.750,4.913,49.215,1.707,2.360,0.000,19.072,0,976.074
200.000,0,40.019,5.191,44.150,2.626,8.432,0.000,10.202,0,850.451
201.000,0,46.962,5.172,45.270,1.467,6.561,31.234,62.782,0,861.275
202.000,0,45.691,5.370,46.081,1.823,6.350,28.346,15.974,1,1170.783
203.000,0,39.588,5.026,45.212,1.585,7.379,0.000,12.200,0,835.933
204.000,0,44.454,4.960,41.644,1.448,3.723,0.000,28.708,1,774.566
205.000,0,35.561,5.187,47.968,3.153,6.899,0.000,25.628,0,1213.058
206.000,0,47.599,5.056,44.308,1.468,5.085,0.000,30.380,1,1337.507
207.000,0,49.245,5.319,41.839,1.951,7.170,0.000,55.121,0,1162.979
208.000,0,42.698,5.136,46.612,2.223,4.962,0.000,21.472,0,984.547
209.000,0,47.248,4.764,46.081,2.113,6.706,0.000,13.119,0,922.421
210.000,0,48.273,5.042,46.198,1.512,7.456,0.000,22.622,0,967.285
211.000,0,33.122,4.886,44.835,1.446,3.763,0.000,54.558,0,991.572
212.000,0,40.888,4.875,46.081,1.654,4.936,0.000,76.703,0,1129.987
213.000,0,52.429,5.046,45.680,3.456,5.298,0.000,68.479,0,994.708
214.000,0,41.962,4.916,52.172,2.805,9.420,63.756,72.625,1,910.216
215.000,0,36.477,5.187,44.638,2.003,6.700,0.000,39.092,1,811.257
216.000,0,53.418,4.710,42.863,2.459,8.170,0.000,32.844,0,860.193
217.000,0,45.563,4.902,43.626,1.668,3.934,0.000,30.699,0,830.110
218.000,0,40.483,5.135,36.072,2.602,5.794,0.000,34.682,0,1015.827
219.000,0,57.112,4.974,45.859,1.520,7.708,0.000,60.619,0,792.511
220.000,0,52.414,5.128,41.818,1.736,3.985,0.000,67.262,0,898.367
221.000,0,39.142,4.807,43.681,3.112,7.215,59.631,62.768,0,697.489
222.000,0,47.377,4.861,41.217,1.905,5.982,0.000,49.206,1,1034.092
223.000,0,43.628,4.969,44.929,2.483,7.164,0.000,13.633,0,1137.370
224.000,0,35.598,5.194,43.952,1.695,7.673,0.000,37.107,1,990.068
225.000,0,45.270,5.046,42.848,3.323,6.693,0.000,47.851,0,878.389
226.000,0,50.271,5.145,44.353,1.561,4.047,37.010,45.106,1,1066.709
227.000,0,38.866,5.101,39.697,1.978,5.057,0.000,40.138,0,928.795
228.000,0,42.448,4.925,41.867,1.724,7.077,0.000,78.743,0,1062.413
229.000,0,44.864,5.058,39.885,1.761,4.877,0.000,48.885,0,968.131
230.000,0,53.528,5.120,40.275,1.735,8.724,0.832,58.285,0,867.818
231.000,0,45.573,5.206,48.100,1.952,7.244,0.000,36.128,1,1309.970
232.000,0,44.331,4.806,44.710,2.696,5.325,78.325,75.734,0,899.760
233.000,0,48.106,5.105,46.765,2.097,7.052,0.000,25.434,0,792.550
234.000,0,40.828,5.053,43.852,2.926,7.914,0.000,67.208,1,1093.710
235.000,0,50.297,4.989,42.564,2.103,3.977,42.570,11.107,0,903.219
236.000,0,36.406,5.115,45.460,2.101,6.585,0.000,36.830,0,585.116
237.000,0,43.032,5.090,45.654,1.648,7.674,0.000,33.352,0,1023.212
238.000,0,39.232,4.941,39.915,1.841,3.598,0.000,45.006,0,1201.121
239.000,0,49.895,4.996,46.851,1.502,7.311,27.466,74.682,0,1038.570
240.000,0,44.479,4.757,43.397,1.546,7.024,47.850,61.977,0,841.224
241.000,0,38.069,4.865,43.879,3.580,6.529,0.000,32.303,1,934.095
242.000,0,33.180,4.652,36.193,1.843,7.034,0.000,60.535,0,941.243
243.000,0,41.618,4.691,45.881,3.263,5.725,0.000,38.994,1,835.425
244.000,0,42.458,4.870,42.974,1.654,6.915,0.000,62.457,0,1008.585
245.000,0,52.449,4.907,42.954,3.366,5.960,0.000,48.268,0,1018.340
246.000,0,39.913,5.112,44.391,2.772,6.743,0.000,64.109,0,1068.364
247.000,0,43.687,5.095,42.474,3.066,5.717,0.000,61.192,1,973.989
248.000,0,46.331,5.200,42.932,1.642,4.774,0.000,38.320,1,820.243
249.000,0,38.309,5.100,44.978,4.361,4.996,0.000,48.191,0,843.525
250.000,0,52.730,4.782,42.542,2.101,6.599,0.000,13.172,0,965.844
251.000,0,41.184,4.751,46.334,2.583,7.130,0.000,48.362,0,777.566
252.000,0,38.843,4.835,46.649,1.814,6.336,0.000,28.076,0,1093.130
253.000,0,41.257,4.879,45.549,1.744,6.731,1.045,51.195,0,1046.541
254.000,0,55.387,4.975,46.830,3.628,9.417,0.000,41.554,0,930.980
255.000,0,45.800,4.978,44.475,1.993,6.662,0.000,29.492,0,942.822
256.000,0,48.697,4.938,45.266,1.672,6.808,0.000,42.479,0,1113.080
257.000,0,43.223,5.010,41.242,1.746,7.258,0.000,61.536,0,1034.292
258.000,0,48.012,4.998,43.334,1.542,5.859,0.000,49.981,1,939.668
259.000,0,39.841,5.005,38.514,3.005,5.149,0.000,10.374,0,893.999
260.000,0,49.421,5.035,39.163,2.879,8.425,0.000,49.864,0,1127.744
261.000,0,43.495,4.982,45.214,1.838,5.373,0.000,75.795,0,966.416
262.000,0,53.042,4.947,39.554,3.722,5.886,88.712,24.292,0,691.484
263.000,0,47.948,5.066,43.956,2.530,6.415,0.000,71.713,1,895.647
264.000,0,53.141,5.031,42.936,4.055,7.979,0.000,27.240,0,788.358
265.000,0,43.730,5.103,41.935,2.359,3.140,0.000,52.213,0,753.288
266.000,0,43.376,5.215,41.112,1.536,8.013,23.535,39.135,0,529.792
267.000,0,47.716,4.933,43.294,1.788,5.434,0.000,34.759,0,898.035
268.000,0,49.255,4.989,43.075,1.605,6.640,0.000,64.639,0,933.551
269.000,0,40.018,4.828,43.207,2.546,6.197,0.000,34.294,0,853.488
270.000,0,48.735,5.164,43.694,2.219,6.826,0.000,18.191,0,513.982
271.000,0,53.646,5.165,42.986,1.684,5.173,0.000,38.194,0,847.240
272.000,0,46.163,4.614,46.638,3.551,8.049,0.000,73.223,1,769.935
273.000,0,51.191,4.722,43.063,3.187,9.977,109.119,79.197,0,965.491
274.000,0,51.747,4.978,39.257,1.772,4.685,0.000,26.244,0,818.072
275.000,0,45.710,5.111,47.418,1.645,5.928,0.000,53.068,0,1026.096
276.000,0,55.118,4.817,41.606,1.842,4.052,0.000,56.902,0,986.337
277.000,0,48.246,4.903,43.238,2.016,4.312,0.000,42.598,1,1003.200
278.000,0,54.562,5.042,42.167,2.167,7.878,0.000,69.955,0,810.439
279.000,0,43.766,4.749,42.952,1.938,8.747,0.000,33.254,1,1064.301
280.000,0,49.368,5.024,41.240,3.562,6.906,0.000,34.529,1,1171.049
281.000,0,51.950,4.894,43.450,1.571,6.089,0.000,31.921,1,1036.594
282.000,0,42.514,4.847,43.277,2.271,5.011,0.000,33.900,0,816.851
283.000,0,44.022,4.941,45.782,2.256,4.642,0.000,60.198,1,770.755
284.000,0,53.351,5.022,42.451,2.854,6.732,0.000,70.419,0,802.018
285.000,0,47.075,5.173,42.688,1.812,9.057,0.000,37.308,0,931.968
286.000,0,48.324,4.973,42.046,2.199,6.477,81.695,64.599,0,802.957
287.000,0,45.954,5.133,43.288,1.939,6.806,14.316,70.443,0,1166.376
288.000,0,51.841,4.914,38.782,1.690,6.265,123.012,18.099,1,956.754
289.000,0,48.223,4.962,39.571,1.764,5.562,0.000,72.712,0,1082.693
290.000,0,38.551,5.034,40.345,2.230,6.012,0.000,63.332,0,812.172
291.000,0,44.121,5.115,40.707,2.335,8.553,0.000,53.347,1,935.855
292.000,0,50.159,5.111,40.904,3.434,8.624,116.268,75.813,0,824.603
293.000,0,36.193,4.894,42.732,3.096,5.421,126.965,48.943,0,936.568
294.000,0,49.470,4.992,41.217,1.845,5.906,0.000,36.573,0,910.262
295.000,0,39.169,5.045,41.468,1.851,6.242,0.000,10.564,0,1159.818
296.000,0,46.528,5.075,45.575,1.814,7.744,0.000,25.064,0,1085.109
297.000,0,41.388,5.041,46.157,3.059,8.470,74.177,40.840,0,857.578
298.000,0,44.109,4.735,41.933,2.543,7.524,111.869,23.867,0,888.089
299.000,0,45.934,5.209,45.120,2.163,5.379,0.000,60.696,1,856.854
300.000,0,39.607,4.854,41.430,2.989,5.213,0.000,12.515,1,1052.321
301.000,0,40.146,4.982,46.299,2.014,6.312,0.000,14.332,1,753.612
302.000,0,44.082,4.930,38.771,2.463,4.857,9.336,32.229,0,735.497
303.000,0,46.816,4.982,40.736,2.243,7.049,0.000,58.566,0,878.980
304.000,0,40.820,4.852,37.912,2.539,5.325,0.000,21.991,0,1025.164
305.000,0,38.531,4.889,43.041,1.977,6.478,0.000,17.780,1,747.707
306.000,0,45.643,4.875,42.191,2.084,4.714,0.000,12.446,1,918.272
307.000,0,51.204,5.340,38.104,3.686,8.577,0.000,78.962,0,992.401
308.000,0,44.395,4.749,43.693,4.053,5.976,103.249,19.042,1,558.142
309.000,0,47.763,5.099,41.947,1.913,7.298,0.000,52.173,0,906.283
310.000,0,51.193,5.114,40.637,1.972,3.884,92.896,24.863,1,1168.035
311.000,0,45.395,5.065,45.254,2.554,9.718,0.000,43.790,0,891.625
312.000,0,51.280,4.825,45.297,1.803,6.675,0.000,11.728,0,833.742
313.000,0,45.666,4.761,38.397,2.146,5.931,0.000,68.627,0,903.768
314.000,0,40.989,4.915,42.738,1.883,6.174,0.000,57.924,0,1031.086
315.000,0,48.413,4.798,39.340,1.823,6.472,0.000,30.915,0,1019.650
316.000,0,52.794,4.935,40.219,1.832,3.346,121.429,19.661,0,851.206
317.000,0,44.395,5.041,44.303,2.857,6.577,0.000,58.626,0,743.011
318.000,0,43.380,5.102,45.796,1.693,5.186,0.000,63.725,0,800.932
319.000,0,35.967,4.841,40.295,1.702,6.186,0.000,64.006,0,853.969
320.000,0,36.218,5.236,42.256,2.071,5.251,85.344,55.706,0,1052.369
321.000,0,53.637,4.923,42.656,2.160,4.835,0.000,77.658,0,689.734
322.000,0,41.729,4.726,42.133,2.388,6.767,0.000,67.104,1,872.242
323.000,0,52.567,4.660,40.500,2.080,5.528,0.000,41.877,1,802.389
324.000,0,40.016,4.940,42.383,2.090,4.823,0.000,21.378,1,1009.015
325.000,0,41.153,4.951,44.302,3.369,5.908,0.000,30.683,0,818.168
326.000,0,50.310,5.206,42.779,5.018,5.380,0.482,46.656,0,597.226
327.000,0,43.845,4.855,45.930,3.260,6.104,0.000,57.494,0,1076.868
328.000,0,47.643,5.126,37.236,2.554,5.875,53.320,10.904,1,891.706
329.000,0,43.898,5.243,41.390,3.050,5.362,0.000,73.388,0,722.502
330.000,0,44.715,4.955,41.296,2.867,6.303,0.000,27.318,1,833.438
331.000,0,47.171,4.897,45.610,3.136,5.039,0.000,68.607,0,991.646
332.000,0,50.151,4.876,42.137,2.126,6.630,177.966,43.210,1,902.042
333.000,0,42.425,4.603,36.842,3.648,7.300,0.000,33.127,0,895.582
334.000,0,50.528,4.961,41.595,2.120,5.629,90.570,57.067,0,1117.129
335.000,0,43.242,5.008,38.766,1.742,6.545,121.886,77.421,0,819.839
336.000,0,40.327,5.167,44.443,2.133,8.131,0.000,40.594,0,700.970
337.000,0,44.613,5.205,43.282,2.233,7.750,177.828,52.859,0,729.613
338.000,0,41.199,5.046,44.791,3.684,6.594,0.000,42.175,0,755.467
339.000,0,47.543,4.844,44.617,2.634,7.451,0.000,38.636,0,1108.655
340.000,0,38.772,4.834,41.461,3.390,6.420,66.469,32.051,1,805.437
341.000,0,42.274,5.009,43.381,1.984,6.597,0.000,19.135,1,839.997
342.000,0,40.947,4.970,40.217,1.839,5.021,16.721,16.392,0,845.528
